date,region_from,region_to,value
3/5/2020,fid008,fid007,722
4/18/2020,fid008,fid007,394
4/30/2020,fid008,fid007,445
4/24/2020,fid008,fid007,456
3/20/2020,fid008,fid008,84200
4/29/2020,fid008,fid008,80880
4/1/2020,fid008,fid008,88757
3/8/2020,fid008,fid008,89511
4/15/2020,fid008,fid008,88023
4/14/2020,fid008,fid008,79994
3/9/2020,fid008,fid008,86247
3/21/2020,fid008,fid008,82687
4/28/2020,fid008,fid008,81294
3/23/2020,fid008,fid008,86686
4/16/2020,fid008,fid008,74067
4/2/2020,fid008,fid008,77321
4/3/2020,fid008,fid008,81490
4/17/2020,fid008,fid008,83880
3/22/2020,fid008,fid008,86746
4/13/2020,fid008,fid008,80214
4/7/2020,fid008,fid008,79480
3/26/2020,fid008,fid008,84265
3/27/2020,fid008,fid008,85536
4/6/2020,fid008,fid008,82227
4/12/2020,fid008,fid008,76573
4/4/2020,fid008,fid008,81449
4/10/2020,fid008,fid008,75900
3/19/2020,fid008,fid008,85745
3/31/2020,fid008,fid008,84689
3/25/2020,fid008,fid008,82501
3/24/2020,fid008,fid008,82181
3/30/2020,fid008,fid008,84463
4/11/2020,fid008,fid008,77318
3/18/2020,fid008,fid008,85746
4/5/2020,fid008,fid008,79953
5/22/2020,fid008,fid008,92659
2/3/2020,fid008,fid008,92945
2/17/2020,fid008,fid008,86910
2/2/2020,fid008,fid008,92741
5/23/2020,fid008,fid008,79753
5/21/2020,fid008,fid008,93921
2/28/2020,fid008,fid008,87841
2/14/2020,fid008,fid008,94175
5/9/2020,fid008,fid008,89985
2/1/2020,fid008,fid008,97300
5/8/2020,fid008,fid008,85089
2/15/2020,fid008,fid008,86588
5/20/2020,fid008,fid008,82096
2/29/2020,fid008,fid008,83124
2/11/2020,fid008,fid008,92861
5/18/2020,fid008,fid008,72926
2/5/2020,fid008,fid008,97563
5/24/2020,fid008,fid008,78719
5/30/2020,fid008,fid008,79031
5/31/2020,fid008,fid008,74711
5/25/2020,fid008,fid008,80744
2/10/2020,fid008,fid008,90724
5/19/2020,fid008,fid008,85096
2/6/2020,fid008,fid008,96888
2/12/2020,fid008,fid008,86873
5/27/2020,fid008,fid008,83018
5/26/2020,fid008,fid008,81109
2/13/2020,fid008,fid008,94729
2/7/2020,fid008,fid008,100475
5/17/2020,fid008,fid008,69801
5/3/2020,fid008,fid008,68740
2/22/2020,fid008,fid008,85692
2/23/2020,fid008,fid008,91688
5/2/2020,fid008,fid008,76041
5/16/2020,fid008,fid008,75080
2/9/2020,fid008,fid008,95164
5/14/2020,fid008,fid008,74812
2/21/2020,fid008,fid008,86745
5/28/2020,fid008,fid008,86649
2/20/2020,fid008,fid008,98611
5/29/2020,fid008,fid008,81815
5/15/2020,fid008,fid008,81746
5/1/2020,fid008,fid008,74184
2/8/2020,fid008,fid008,94938
2/24/2020,fid008,fid008,86575
5/5/2020,fid008,fid008,85776
5/11/2020,fid008,fid008,85051
2/18/2020,fid008,fid008,83468
5/10/2020,fid008,fid008,87672
2/19/2020,fid008,fid008,89529
5/4/2020,fid008,fid008,82990
2/25/2020,fid008,fid008,84208
2/27/2020,fid008,fid008,94249
5/12/2020,fid008,fid008,78106
5/6/2020,fid008,fid008,86200
5/7/2020,fid008,fid008,99882
5/13/2020,fid008,fid008,86979
2/26/2020,fid008,fid008,87844
3/15/2020,fid008,fid008,83715
4/8/2020,fid008,fid008,77195
4/20/2020,fid008,fid008,95122
3/29/2020,fid008,fid008,85093
4/21/2020,fid008,fid008,87541
3/28/2020,fid008,fid008,81466
4/9/2020,fid008,fid008,83328
3/14/2020,fid008,fid008,88437
3/2/2020,fid008,fid008,94035
3/16/2020,fid008,fid008,89072
4/23/2020,fid008,fid008,85391
4/22/2020,fid008,fid008,82570
3/17/2020,fid008,fid008,81460
3/3/2020,fid008,fid008,88995
4/26/2020,fid008,fid008,64344
3/7/2020,fid008,fid008,86810
3/13/2020,fid008,fid008,81560
3/6/2020,fid008,fid008,94393
4/27/2020,fid008,fid008,77028
4/25/2020,fid008,fid008,83102
4/19/2020,fid008,fid008,72977
3/5/2020,fid008,fid008,87164
4/18/2020,fid008,fid008,82988
4/30/2020,fid008,fid008,78320
4/24/2020,fid008,fid008,77638
3/20/2020,fid008,fid009,66
4/29/2020,fid008,fid009,57
4/1/2020,fid008,fid009,65
3/8/2020,fid008,fid009,75
4/15/2020,fid008,fid009,55
4/14/2020,fid008,fid009,76
3/9/2020,fid008,fid009,101
3/21/2020,fid008,fid009,71
4/28/2020,fid008,fid009,59
3/23/2020,fid008,fid009,67
4/16/2020,fid008,fid009,70
4/2/2020,fid008,fid009,69
4/3/2020,fid008,fid009,81
4/17/2020,fid008,fid009,84
3/22/2020,fid008,fid009,79
4/13/2020,fid008,fid009,94
4/7/2020,fid008,fid009,76
3/26/2020,fid008,fid009,74
3/27/2020,fid008,fid009,88
4/6/2020,fid008,fid009,63
4/12/2020,fid008,fid009,79
4/4/2020,fid008,fid009,65
4/10/2020,fid008,fid009,75
3/19/2020,fid008,fid009,98
3/31/2020,fid008,fid009,65
3/25/2020,fid008,fid009,90
3/24/2020,fid008,fid009,60
3/30/2020,fid008,fid009,78
4/11/2020,fid008,fid009,76
3/18/2020,fid008,fid009,85
4/5/2020,fid008,fid009,84
5/22/2020,fid008,fid009,64
2/3/2020,fid008,fid009,83
2/17/2020,fid008,fid009,75
2/2/2020,fid008,fid009,96
5/23/2020,fid008,fid009,64
5/21/2020,fid008,fid009,75
2/28/2020,fid008,fid009,104
2/14/2020,fid008,fid009,90
5/9/2020,fid008,fid009,53
2/1/2020,fid008,fid009,98
5/8/2020,fid008,fid009,48
2/15/2020,fid008,fid009,106
5/20/2020,fid008,fid009,71
2/29/2020,fid008,fid009,116
2/11/2020,fid008,fid009,85
5/18/2020,fid008,fid009,67
2/5/2020,fid008,fid009,83
5/24/2020,fid008,fid009,64
5/30/2020,fid008,fid009,77
5/31/2020,fid008,fid009,73
5/25/2020,fid008,fid009,59
2/10/2020,fid008,fid009,89
5/19/2020,fid008,fid009,65
2/6/2020,fid008,fid009,121
2/12/2020,fid008,fid009,98
5/27/2020,fid008,fid009,83
5/26/2020,fid008,fid009,67
2/13/2020,fid008,fid009,105
2/7/2020,fid008,fid009,107
5/17/2020,fid008,fid009,74
5/3/2020,fid008,fid009,56
2/22/2020,fid008,fid009,108
2/23/2020,fid008,fid009,92
5/2/2020,fid008,fid009,65
5/16/2020,fid008,fid009,78
2/9/2020,fid008,fid009,107
5/14/2020,fid008,fid009,70
2/21/2020,fid008,fid009,91
5/28/2020,fid008,fid009,75
2/20/2020,fid008,fid009,84
5/29/2020,fid008,fid009,81
5/15/2020,fid008,fid009,50
5/1/2020,fid008,fid009,61
2/8/2020,fid008,fid009,80
2/24/2020,fid008,fid009,99
5/5/2020,fid008,fid009,78
5/11/2020,fid008,fid009,57
2/18/2020,fid008,fid009,107
5/10/2020,fid008,fid009,90
2/19/2020,fid008,fid009,69
5/4/2020,fid008,fid009,45
2/25/2020,fid008,fid009,93
2/27/2020,fid008,fid009,109
5/12/2020,fid008,fid009,84
5/6/2020,fid008,fid009,58
5/7/2020,fid008,fid009,60
5/13/2020,fid008,fid009,77
2/26/2020,fid008,fid009,86
3/15/2020,fid008,fid009,93
4/8/2020,fid008,fid009,78
4/20/2020,fid008,fid009,77
3/29/2020,fid008,fid009,75
4/21/2020,fid008,fid009,57
3/28/2020,fid008,fid009,74
4/9/2020,fid008,fid009,63
3/14/2020,fid008,fid009,104
3/2/2020,fid008,fid009,93
3/16/2020,fid008,fid009,84
4/23/2020,fid008,fid009,102
4/22/2020,fid008,fid009,68
3/17/2020,fid008,fid009,78
3/3/2020,fid008,fid009,62
4/26/2020,fid008,fid009,58
3/7/2020,fid008,fid009,84
3/13/2020,fid008,fid009,103
3/6/2020,fid008,fid009,82
4/27/2020,fid008,fid009,52
4/25/2020,fid008,fid009,67
4/19/2020,fid008,fid009,60
3/5/2020,fid008,fid009,113
4/18/2020,fid008,fid009,75
4/30/2020,fid008,fid009,75
4/24/2020,fid008,fid009,84
3/20/2020,fid008,fid010,976
4/29/2020,fid008,fid010,754
4/1/2020,fid008,fid010,629
3/8/2020,fid008,fid010,1298
4/15/2020,fid008,fid010,673
4/14/2020,fid008,fid010,728
3/9/2020,fid008,fid010,1206
3/21/2020,fid008,fid010,874
4/28/2020,fid008,fid010,663
3/23/2020,fid008,fid010,871
4/16/2020,fid008,fid010,870
4/2/2020,fid008,fid010,630
4/3/2020,fid008,fid010,825
4/17/2020,fid008,fid010,735
3/22/2020,fid008,fid010,988
4/13/2020,fid008,fid010,807
4/7/2020,fid008,fid010,697
3/26/2020,fid008,fid010,915
3/27/2020,fid008,fid010,795
4/6/2020,fid008,fid010,826
4/12/2020,fid008,fid010,855
4/4/2020,fid008,fid010,662
4/10/2020,fid008,fid010,706
3/19/2020,fid008,fid010,1060
3/31/2020,fid008,fid010,711
3/25/2020,fid008,fid010,762
3/24/2020,fid008,fid010,807
3/30/2020,fid008,fid010,898
4/11/2020,fid008,fid010,780
3/18/2020,fid008,fid010,1011
4/5/2020,fid008,fid010,739
5/22/2020,fid008,fid010,737
2/3/2020,fid008,fid010,1412
2/17/2020,fid008,fid010,1060
2/2/2020,fid008,fid010,1454
5/23/2020,fid008,fid010,757
5/21/2020,fid008,fid010,1038
2/28/2020,fid008,fid010,1170
2/14/2020,fid008,fid010,1380
5/9/2020,fid008,fid010,664
2/1/2020,fid008,fid010,1252
5/8/2020,fid008,fid010,728
2/15/2020,fid008,fid010,1263
5/20/2020,fid008,fid010,761
2/29/2020,fid008,fid010,1156
2/11/2020,fid008,fid010,1152
5/18/2020,fid008,fid010,852
2/5/2020,fid008,fid010,1278
5/24/2020,fid008,fid010,397
5/30/2020,fid008,fid010,896
5/31/2020,fid008,fid010,772
5/25/2020,fid008,fid010,666
2/10/2020,fid008,fid010,1427
5/19/2020,fid008,fid010,729
2/6/2020,fid008,fid010,1515
2/12/2020,fid008,fid010,1161
5/27/2020,fid008,fid010,863
5/26/2020,fid008,fid010,820
2/13/2020,fid008,fid010,1211
2/7/2020,fid008,fid010,1356
5/17/2020,fid008,fid010,722
5/3/2020,fid008,fid010,746
2/22/2020,fid008,fid010,1206
2/23/2020,fid008,fid010,1144
5/2/2020,fid008,fid010,780
5/16/2020,fid008,fid010,730
2/9/2020,fid008,fid010,1343
5/14/2020,fid008,fid010,862
2/21/2020,fid008,fid010,1235
5/28/2020,fid008,fid010,966
2/20/2020,fid008,fid010,1353
5/29/2020,fid008,fid010,817
5/15/2020,fid008,fid010,723
5/1/2020,fid008,fid010,856
2/8/2020,fid008,fid010,1258
2/24/2020,fid008,fid010,1080
5/5/2020,fid008,fid010,748
5/11/2020,fid008,fid010,841
2/18/2020,fid008,fid010,1103
5/10/2020,fid008,fid010,710
2/19/2020,fid008,fid010,1002
5/4/2020,fid008,fid010,827
2/25/2020,fid008,fid010,1007
2/27/2020,fid008,fid010,1200
5/12/2020,fid008,fid010,674
5/6/2020,fid008,fid010,756
5/7/2020,fid008,fid010,953
5/13/2020,fid008,fid010,645
2/26/2020,fid008,fid010,938
3/15/2020,fid008,fid010,1006
4/8/2020,fid008,fid010,630
4/20/2020,fid008,fid010,822
3/29/2020,fid008,fid010,803
4/21/2020,fid008,fid010,779
3/28/2020,fid008,fid010,910
4/9/2020,fid008,fid010,906
3/14/2020,fid008,fid010,932
3/2/2020,fid008,fid010,1186
3/16/2020,fid008,fid010,1287
4/23/2020,fid008,fid010,782
4/22/2020,fid008,fid010,839
3/17/2020,fid008,fid010,1061
3/3/2020,fid008,fid010,1122
4/26/2020,fid008,fid010,535
3/7/2020,fid008,fid010,1152
3/13/2020,fid008,fid010,1026
3/6/2020,fid008,fid010,1044
4/27/2020,fid008,fid010,821
4/25/2020,fid008,fid010,674
4/19/2020,fid008,fid010,634
3/5/2020,fid008,fid010,1322
4/18/2020,fid008,fid010,793
4/30/2020,fid008,fid010,889
4/24/2020,fid008,fid010,801
3/20/2020,fid008,fid011,201
4/29/2020,fid008,fid011,73
4/1/2020,fid008,fid011,57
3/8/2020,fid008,fid011,246
4/15/2020,fid008,fid011,75
4/14/2020,fid008,fid011,119
3/9/2020,fid008,fid011,214
3/21/2020,fid008,fid011,183
4/28/2020,fid008,fid011,121
3/23/2020,fid008,fid011,180
4/16/2020,fid008,fid011,98
4/2/2020,fid008,fid011,60
4/3/2020,fid008,fid011,95
4/17/2020,fid008,fid011,102
3/22/2020,fid008,fid011,194
4/13/2020,fid008,fid011,85
4/7/2020,fid008,fid011,72
3/26/2020,fid008,fid011,119
3/27/2020,fid008,fid011,180
4/6/2020,fid008,fid011,81
4/12/2020,fid008,fid011,72
4/4/2020,fid008,fid011,91
4/10/2020,fid008,fid011,78
3/19/2020,fid008,fid011,190
3/31/2020,fid008,fid011,82
3/25/2020,fid008,fid011,88
3/24/2020,fid008,fid011,143
3/30/2020,fid008,fid011,141
4/11/2020,fid008,fid011,68
3/18/2020,fid008,fid011,215
4/5/2020,fid008,fid011,72
5/22/2020,fid008,fid011,130
2/3/2020,fid008,fid011,250
2/17/2020,fid008,fid011,148
2/2/2020,fid008,fid011,234
5/23/2020,fid008,fid011,101
5/21/2020,fid008,fid011,79
2/28/2020,fid008,fid011,261
2/14/2020,fid008,fid011,262
5/9/2020,fid008,fid011,94
2/1/2020,fid008,fid011,236
5/8/2020,fid008,fid011,116
2/15/2020,fid008,fid011,191
5/20/2020,fid008,fid011,100
2/29/2020,fid008,fid011,260
2/11/2020,fid008,fid011,189
5/18/2020,fid008,fid011,136
2/5/2020,fid008,fid011,165
5/24/2020,fid008,fid011,58
5/30/2020,fid008,fid011,143
5/31/2020,fid008,fid011,111
5/25/2020,fid008,fid011,96
2/10/2020,fid008,fid011,201
5/19/2020,fid008,fid011,120
2/6/2020,fid008,fid011,174
2/12/2020,fid008,fid011,182
5/27/2020,fid008,fid011,111
5/26/2020,fid008,fid011,150
2/13/2020,fid008,fid011,174
2/7/2020,fid008,fid011,272
5/17/2020,fid008,fid011,107
5/3/2020,fid008,fid011,111
2/22/2020,fid008,fid011,210
2/23/2020,fid008,fid011,222
5/2/2020,fid008,fid011,127
5/16/2020,fid008,fid011,134
2/9/2020,fid008,fid011,230
5/14/2020,fid008,fid011,128
2/21/2020,fid008,fid011,227
5/28/2020,fid008,fid011,145
2/20/2020,fid008,fid011,214
5/29/2020,fid008,fid011,127
5/15/2020,fid008,fid011,139
5/1/2020,fid008,fid011,110
2/8/2020,fid008,fid011,235
2/24/2020,fid008,fid011,213
5/5/2020,fid008,fid011,83
5/11/2020,fid008,fid011,120
2/18/2020,fid008,fid011,157
5/10/2020,fid008,fid011,110
2/19/2020,fid008,fid011,193
5/4/2020,fid008,fid011,119
2/25/2020,fid008,fid011,186
2/27/2020,fid008,fid011,195
5/12/2020,fid008,fid011,114
5/6/2020,fid008,fid011,81
5/7/2020,fid008,fid011,85
5/13/2020,fid008,fid011,95
2/26/2020,fid008,fid011,188
3/15/2020,fid008,fid011,205
4/8/2020,fid008,fid011,104
4/20/2020,fid008,fid011,97
3/29/2020,fid008,fid011,188
4/21/2020,fid008,fid011,97
3/28/2020,fid008,fid011,132
4/9/2020,fid008,fid011,61
3/14/2020,fid008,fid011,204
3/2/2020,fid008,fid011,176
3/16/2020,fid008,fid011,210
4/23/2020,fid008,fid011,109
4/22/2020,fid008,fid011,96
3/17/2020,fid008,fid011,222
3/3/2020,fid008,fid011,185
4/26/2020,fid008,fid011,70
3/7/2020,fid008,fid011,215
3/13/2020,fid008,fid011,202
3/6/2020,fid008,fid011,230
4/27/2020,fid008,fid011,114
4/25/2020,fid008,fid011,145
4/19/2020,fid008,fid011,51
3/5/2020,fid008,fid011,206
4/18/2020,fid008,fid011,112
4/30/2020,fid008,fid011,101
4/24/2020,fid008,fid011,100
3/20/2020,fid008,fid012,28
3/8/2020,fid008,fid012,41
4/14/2020,fid008,fid012,23
3/9/2020,fid008,fid012,25
3/23/2020,fid008,fid012,24
3/22/2020,fid008,fid012,27
4/13/2020,fid008,fid012,22
3/26/2020,fid008,fid012,20
3/19/2020,fid008,fid012,55
3/31/2020,fid008,fid012,12
3/25/2020,fid008,fid012,24
4/11/2020,fid008,fid012,17
3/18/2020,fid008,fid012,26
5/22/2020,fid008,fid012,16
2/3/2020,fid008,fid012,38
2/17/2020,fid008,fid012,24
2/2/2020,fid008,fid012,54
5/23/2020,fid008,fid012,26
5/21/2020,fid008,fid012,20
2/28/2020,fid008,fid012,53
2/14/2020,fid008,fid012,48
5/9/2020,fid008,fid012,17
2/1/2020,fid008,fid012,20
2/15/2020,fid008,fid012,30
2/29/2020,fid008,fid012,35
2/11/2020,fid008,fid012,42
5/18/2020,fid008,fid012,18
2/5/2020,fid008,fid012,35
5/31/2020,fid008,fid012,26
5/25/2020,fid008,fid012,20
2/10/2020,fid008,fid012,25
2/6/2020,fid008,fid012,56
2/12/2020,fid008,fid012,31
5/27/2020,fid008,fid012,17
5/26/2020,fid008,fid012,16
2/13/2020,fid008,fid012,24
2/7/2020,fid008,fid012,32
5/17/2020,fid008,fid012,16
5/3/2020,fid008,fid012,22
2/22/2020,fid008,fid012,20
2/23/2020,fid008,fid012,50
2/9/2020,fid008,fid012,35
2/21/2020,fid008,fid012,30
5/28/2020,fid008,fid012,17
2/20/2020,fid008,fid012,36
5/29/2020,fid008,fid012,21
2/8/2020,fid008,fid012,37
2/24/2020,fid008,fid012,20
5/5/2020,fid008,fid012,22
2/18/2020,fid008,fid012,31
5/10/2020,fid008,fid012,30
2/19/2020,fid008,fid012,15
2/25/2020,fid008,fid012,30
2/27/2020,fid008,fid012,42
5/12/2020,fid008,fid012,20
5/13/2020,fid008,fid012,22
2/26/2020,fid008,fid012,20
3/15/2020,fid008,fid012,33
3/14/2020,fid008,fid012,31
3/2/2020,fid008,fid012,26
3/16/2020,fid008,fid012,34
3/17/2020,fid008,fid012,50
3/3/2020,fid008,fid012,18
3/7/2020,fid008,fid012,20
3/13/2020,fid008,fid012,41
3/6/2020,fid008,fid012,34
4/27/2020,fid008,fid012,18
3/5/2020,fid008,fid012,21
4/18/2020,fid008,fid012,18
4/30/2020,fid008,fid012,18
3/20/2020,fid008,fid013,23
4/29/2020,fid008,fid013,29
4/1/2020,fid008,fid013,25
3/8/2020,fid008,fid013,29
4/15/2020,fid008,fid013,27
4/14/2020,fid008,fid013,30
3/9/2020,fid008,fid013,28
3/21/2020,fid008,fid013,27
4/28/2020,fid008,fid013,29
3/23/2020,fid008,fid013,22
4/16/2020,fid008,fid013,38
4/2/2020,fid008,fid013,31
4/3/2020,fid008,fid013,31
4/17/2020,fid008,fid013,25
3/22/2020,fid008,fid013,29
4/13/2020,fid008,fid013,29
4/7/2020,fid008,fid013,35
3/26/2020,fid008,fid013,24
3/27/2020,fid008,fid013,32
4/6/2020,fid008,fid013,20
4/12/2020,fid008,fid013,23
4/4/2020,fid008,fid013,22
4/10/2020,fid008,fid013,33
3/19/2020,fid008,fid013,64
3/31/2020,fid008,fid013,21
3/25/2020,fid008,fid013,22
3/24/2020,fid008,fid013,31
3/30/2020,fid008,fid013,30
4/11/2020,fid008,fid013,19
3/18/2020,fid008,fid013,28
4/5/2020,fid008,fid013,33
5/22/2020,fid008,fid013,25
2/3/2020,fid008,fid013,24
2/17/2020,fid008,fid013,33
2/2/2020,fid008,fid013,26
5/23/2020,fid008,fid013,20
5/21/2020,fid008,fid013,33
2/28/2020,fid008,fid013,23
2/14/2020,fid008,fid013,32
5/9/2020,fid008,fid013,29
2/1/2020,fid008,fid013,26
5/8/2020,fid008,fid013,22
2/15/2020,fid008,fid013,32
5/20/2020,fid008,fid013,34
2/29/2020,fid008,fid013,25
2/11/2020,fid008,fid013,33
5/18/2020,fid008,fid013,29
2/5/2020,fid008,fid013,36
5/24/2020,fid008,fid013,29
5/30/2020,fid008,fid013,21
5/31/2020,fid008,fid013,25
5/25/2020,fid008,fid013,24
2/10/2020,fid008,fid013,28
5/19/2020,fid008,fid013,23
2/6/2020,fid008,fid013,29
2/12/2020,fid008,fid013,31
5/27/2020,fid008,fid013,19
5/26/2020,fid008,fid013,21
2/13/2020,fid008,fid013,23
2/7/2020,fid008,fid013,37
5/17/2020,fid008,fid013,29
5/3/2020,fid008,fid013,40
2/22/2020,fid008,fid013,35
2/23/2020,fid008,fid013,27
5/2/2020,fid008,fid013,26
5/16/2020,fid008,fid013,36
2/9/2020,fid008,fid013,39
5/14/2020,fid008,fid013,30
2/21/2020,fid008,fid013,24
5/28/2020,fid008,fid013,28
2/20/2020,fid008,fid013,26
5/29/2020,fid008,fid013,21
5/15/2020,fid008,fid013,32
5/1/2020,fid008,fid013,21
2/8/2020,fid008,fid013,27
2/24/2020,fid008,fid013,30
5/5/2020,fid008,fid013,26
5/11/2020,fid008,fid013,30
2/18/2020,fid008,fid013,35
5/10/2020,fid008,fid013,24
2/19/2020,fid008,fid013,25
5/4/2020,fid008,fid013,22
2/25/2020,fid008,fid013,32
2/27/2020,fid008,fid013,32
5/12/2020,fid008,fid013,27
5/6/2020,fid008,fid013,27
5/7/2020,fid008,fid013,26
5/13/2020,fid008,fid013,23
2/26/2020,fid008,fid013,25
3/15/2020,fid008,fid013,23
4/8/2020,fid008,fid013,28
4/20/2020,fid008,fid013,23
3/29/2020,fid008,fid013,29
4/21/2020,fid008,fid013,24
3/28/2020,fid008,fid013,29
4/9/2020,fid008,fid013,21
3/2/2020,fid008,fid013,25
4/23/2020,fid008,fid013,34
4/22/2020,fid008,fid013,24
3/17/2020,fid008,fid013,20
3/3/2020,fid008,fid013,29
4/26/2020,fid008,fid013,34
3/7/2020,fid008,fid013,26
3/13/2020,fid008,fid013,23
3/6/2020,fid008,fid013,42
4/27/2020,fid008,fid013,22
4/25/2020,fid008,fid013,23
4/19/2020,fid008,fid013,27
3/5/2020,fid008,fid013,18
4/18/2020,fid008,fid013,35
4/30/2020,fid008,fid013,19
4/24/2020,fid008,fid013,24
3/20/2020,fid008,fid014,25
4/29/2020,fid008,fid014,17
4/1/2020,fid008,fid014,23
3/8/2020,fid008,fid014,16
4/15/2020,fid008,fid014,26
4/14/2020,fid008,fid014,24
3/23/2020,fid008,fid014,24
4/2/2020,fid008,fid014,30
4/3/2020,fid008,fid014,35
3/22/2020,fid008,fid014,31
4/13/2020,fid008,fid014,32
4/7/2020,fid008,fid014,27
3/26/2020,fid008,fid014,28
3/27/2020,fid008,fid014,25
4/6/2020,fid008,fid014,30
4/12/2020,fid008,fid014,26
4/4/2020,fid008,fid014,21
4/10/2020,fid008,fid014,26
3/19/2020,fid008,fid014,24
3/31/2020,fid008,fid014,24
3/25/2020,fid008,fid014,22
3/24/2020,fid008,fid014,21
3/30/2020,fid008,fid014,18
4/11/2020,fid008,fid014,33
3/18/2020,fid008,fid014,17
4/5/2020,fid008,fid014,39
2/3/2020,fid008,fid014,15
2/2/2020,fid008,fid014,28
5/21/2020,fid008,fid014,16
2/28/2020,fid008,fid014,22
2/14/2020,fid008,fid014,24
2/1/2020,fid008,fid014,29
2/15/2020,fid008,fid014,22
5/20/2020,fid008,fid014,20
2/29/2020,fid008,fid014,29
2/11/2020,fid008,fid014,22
5/25/2020,fid008,fid014,18
2/10/2020,fid008,fid014,23
2/6/2020,fid008,fid014,20
2/12/2020,fid008,fid014,19
5/27/2020,fid008,fid014,15
2/13/2020,fid008,fid014,23
2/7/2020,fid008,fid014,21
5/17/2020,fid008,fid014,19
5/3/2020,fid008,fid014,18
2/22/2020,fid008,fid014,27
2/23/2020,fid008,fid014,20
5/2/2020,fid008,fid014,23
5/16/2020,fid008,fid014,19
2/9/2020,fid008,fid014,23
2/21/2020,fid008,fid014,23
2/20/2020,fid008,fid014,20
5/15/2020,fid008,fid014,16
5/1/2020,fid008,fid014,23
2/8/2020,fid008,fid014,17
2/24/2020,fid008,fid014,18
5/5/2020,fid008,fid014,22
5/10/2020,fid008,fid014,18
2/19/2020,fid008,fid014,22
5/4/2020,fid008,fid014,22
2/27/2020,fid008,fid014,24
5/6/2020,fid008,fid014,17
5/7/2020,fid008,fid014,18
2/26/2020,fid008,fid014,17
4/8/2020,fid008,fid014,35
3/29/2020,fid008,fid014,24
3/28/2020,fid008,fid014,19
4/9/2020,fid008,fid014,30
3/2/2020,fid008,fid014,28
3/3/2020,fid008,fid014,22
4/26/2020,fid008,fid014,17
3/7/2020,fid008,fid014,14
3/6/2020,fid008,fid014,22
4/25/2020,fid008,fid014,22
4/19/2020,fid008,fid014,20
3/5/2020,fid008,fid014,27
4/18/2020,fid008,fid014,20
4/30/2020,fid008,fid014,17
4/24/2020,fid008,fid014,23
3/20/2020,fid009,fid003,145
4/29/2020,fid009,fid003,150
4/1/2020,fid009,fid003,191
3/8/2020,fid009,fid003,169
4/15/2020,fid009,fid003,192
4/14/2020,fid009,fid003,166
3/9/2020,fid009,fid003,154
3/21/2020,fid009,fid003,132
4/28/2020,fid009,fid003,148
3/23/2020,fid009,fid003,135
4/16/2020,fid009,fid003,174
4/2/2020,fid009,fid003,201
4/3/2020,fid009,fid003,172
4/17/2020,fid009,fid003,139
3/22/2020,fid009,fid003,162
4/13/2020,fid009,fid003,174
4/7/2020,fid009,fid003,170
3/26/2020,fid009,fid003,214
3/27/2020,fid009,fid003,159
4/6/2020,fid009,fid003,144
4/12/2020,fid009,fid003,174
4/4/2020,fid009,fid003,145
4/10/2020,fid009,fid003,169
3/19/2020,fid009,fid003,173
3/31/2020,fid009,fid003,158
3/25/2020,fid009,fid003,181
3/24/2020,fid009,fid003,176
3/30/2020,fid009,fid003,164
4/11/2020,fid009,fid003,129
3/18/2020,fid009,fid003,202
4/5/2020,fid009,fid003,164
5/22/2020,fid009,fid003,173
2/3/2020,fid009,fid003,188
2/17/2020,fid009,fid003,150
2/2/2020,fid009,fid003,212
5/23/2020,fid009,fid003,126
5/21/2020,fid009,fid003,170
2/28/2020,fid009,fid003,212
2/14/2020,fid009,fid003,228
5/9/2020,fid009,fid003,149
2/1/2020,fid009,fid003,192
5/8/2020,fid009,fid003,132
2/15/2020,fid009,fid003,236
5/20/2020,fid009,fid003,185
2/29/2020,fid009,fid003,178
2/11/2020,fid009,fid003,206
5/18/2020,fid009,fid003,97
2/5/2020,fid009,fid003,238
5/24/2020,fid009,fid003,176
5/30/2020,fid009,fid003,133
5/31/2020,fid009,fid003,153
5/25/2020,fid009,fid003,154
2/10/2020,fid009,fid003,216
5/19/2020,fid009,fid003,141
2/6/2020,fid009,fid003,253
2/12/2020,fid009,fid003,211
5/27/2020,fid009,fid003,189
5/26/2020,fid009,fid003,160
2/13/2020,fid009,fid003,208
2/7/2020,fid009,fid003,234
5/17/2020,fid009,fid003,127
5/3/2020,fid009,fid003,166
2/22/2020,fid009,fid003,227
2/23/2020,fid009,fid003,198
5/2/2020,fid009,fid003,120
5/16/2020,fid009,fid003,145
2/9/2020,fid009,fid003,205
5/14/2020,fid009,fid003,173
2/21/2020,fid009,fid003,232
5/28/2020,fid009,fid003,129
2/20/2020,fid009,fid003,200
5/29/2020,fid009,fid003,181
5/15/2020,fid009,fid003,150
5/1/2020,fid009,fid003,144
2/8/2020,fid009,fid003,193
2/24/2020,fid009,fid003,161
5/5/2020,fid009,fid003,189
5/11/2020,fid009,fid003,127
2/18/2020,fid009,fid003,234
5/10/2020,fid009,fid003,162
2/19/2020,fid009,fid003,228
5/4/2020,fid009,fid003,99
2/25/2020,fid009,fid003,225
2/27/2020,fid009,fid003,223
5/12/2020,fid009,fid003,143
5/6/2020,fid009,fid003,187
5/7/2020,fid009,fid003,116
5/13/2020,fid009,fid003,162
2/26/2020,fid009,fid003,229
3/15/2020,fid009,fid003,205
4/8/2020,fid009,fid003,131
4/20/2020,fid009,fid003,130
